name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation
Ozona,18066,Valid,H6,127500.0,Found,1929.0,30.73333,-101.3,"(30.733330, -101.300000)"
Carthage,5282,Valid,"Iron, IIIAB",127000.0,Found,1840.0,36.26667,-85.98333,"(36.266670, -85.983330)"
Ensisheim,10039,Valid,LL6,127000.0,Fell,1491.0,47.86667,7.35,"(47.866670, 7.350000)"
Dhofar 005,6704,Valid,L6,125500.0,Found,2000.0,18.16667,54.16667,"(18.166670, 54.166670)"
Jiddat al Harasis 091,12150,Valid,L5,123374.0,Found,2002.0,19.69362,56.65432,"(19.693620, 56.654320)"
Bur-Gheluai,5169,Valid,H5,120000.0,Fell,1919.0,5.0,48.0,"(5.000000, 48.000000)"
Santiago Papasquiero,23169,Valid,"Iron, ungrouped",119500.0,Found,1958.0,24.5,-106.0,"(24.500000, -106.000000)"
Youanmi,30373,Valid,"Iron, IIIAB",118400.0,Found,1917.0,-29.5,118.75,"(-29.500000, 118.750000)"
Duketon,7740,Valid,"Iron, IIIAB",118300.0,Found,1948.0,-27.5,122.36667,"(-27.500000, 122.366670)"
Scurry,23468,Valid,H5,118000.0,Found,1937.0,32.5,-101.0,"(32.500000, -101.000000)"
Bencubbin,5014,Valid,CBa,118000.0,Found,1930.0,-30.75,117.78333,"(-30.750000, 117.783330)"
Para de Minas,18099,Valid,"Iron, IVA",116300.0,Found,1934.0,-19.86667,-44.61667,"(-19.866670, -44.616670)"
Cleveland,5379,Valid,"Iron, IIIAB",115000.0,Found,1860.0,34.88333,-84.78333,"(34.883330, -84.783330)"
Tafassasset,23779,Valid,CR-an,114000.0,Found,2000.0,20.76333,10.44167,"(20.763330, 10.441670)"
Caperr,5263,Valid,"Iron, IIIAB",113900.0,Found,1869.0,-45.28333,-70.48333,"(-45.283330, -70.483330)"
Buenaventura,5162,Valid,"Iron, IIIAB",113600.0,Found,1969.0,29.8,-107.55,"(29.800000, -107.550000)"
Gundaring,11452,Valid,"Iron, IIIAB",112500.0,Found,1937.0,-33.3,117.66667,"(-33.300000, 117.666670)"
Oakley (iron),17972,Valid,"Iron, IIIF",111000.0,Found,1926.0,42.33333,-113.7,"(42.333330, -113.700000)"
Florey,10112,Valid,H6,110800.0,Found,1978.0,32.5225,-102.705,"(32.522500, -102.705000)"
Etosha,10061,Valid,"Iron, IC",110700.0,Found,1970.0,-18.5,16.0,"(-18.500000, 16.000000)"
Lewis Cliff 85320,12790,Valid,H5,110224.0,Found,1985.0,-84.26223,161.41628,"(-84.262230, 161.416280)"
Mount Tazerzait,16804,Valid,L5,110000.0,Fell,1991.0,18.7,4.8,"(18.700000, 4.800000)"
Sulagiri,48951,Valid,LL6,110000.0,Fell,2008.0,12.66667,78.03333,"(12.666670, 78.033330)"
Lenarto,12763,Valid,"Iron, IIIAB",108500.0,Found,1814.0,49.0,21.0,"(49.000000, 21.000000)"
Zhovtnevyi,30407,Valid,H6,107000.0,Fell,1938.0,47.58333,37.25,"(47.583330, 37.250000)"
Abee,6,Valid,EH4,107000.0,Fell,1952.0,54.21667,-113.0,"(54.216670, -113.000000)"
Tiberrhamine,23985,Valid,L6,107000.0,Found,1967.0,28.11667,0.53333,"(28.116670, 0.533330)"
Elbogen,7823,Valid,"Iron, IID",107000.0,Fell,1399.0,50.18333,12.73333,"(50.183330, 12.733330)"
Cook 001,5421,Valid,H5,105000.0,Found,1989.0,-30.33333,130.53333,"(-30.333330, 130.533330)"
Faith,10071,Valid,H5,105000.0,Found,1952.0,45.33333,-102.08333,"(45.333330, -102.083330)"
Chico,5346,Valid,L6,104800.0,Found,1954.0,36.5,-104.2,"(36.500000, -104.200000)"
Colby (Wisconsin),5395,Valid,L6,104000.0,Fell,1917.0,44.9,-90.28333,"(44.900000, -90.283330)"
Juncal,12211,Valid,"Iron, IIIAB",104000.0,Found,1866.0,-26.0,-69.25,"(-26.000000, -69.250000)"
Molong,16716,Valid,"Pallasite, PMG",104000.0,Found,1912.0,-33.28333,148.88333,"(-33.283330, 148.883330)"
Udei Station,24101,Valid,"Iron, IAB-ung",103000.0,Fell,1927.0,7.95,8.08333,"(7.950000, 8.083330)"
Rifle,22605,Valid,"Iron, IAB-MG",102700.0,Found,1948.0,38.51667,-107.83333,"(38.516670, -107.833330)"
Seeläsgen,23474,Valid,"Iron, IAB-MG",102000.0,Found,1847.0,52.26667,15.55,"(52.266670, 15.550000)"
Sevrukovo,23509,Valid,L5,101000.0,Fell,1874.0,50.61667,36.6,"(50.616670, 36.600000)"
Chergach ,47347,Valid,H5,100000.0,Fell,2007.0,23.69639,-5.01472,"(23.696390, -5.014720)"
Gujba,11449,Valid,CBa,100000.0,Fell,1984.0,11.49167,11.65833,"(11.491670, 11.658330)"
Tamdakht,48691,Valid,H5,100000.0,Fell,2008.0,31.16333,-7.015,"(31.163330, -7.015000)"
Kidairat,12300,Valid,H6,100000.0,Fell,1983.0,14.0,28.0,"(14.000000, 28.000000)"
Franconia,10174,Valid,H5,100000.0,Found,2002.0,34.71637,-114.22197,"(34.716370, -114.221970)"
Faucett,10077,Valid,H5,100000.0,Found,1966.0,39.61667,-94.86667,"(39.616670, -94.866670)"
Zhongxiang,30406,Valid,Iron,100000.0,Found,1981.0,31.2,112.5,"(31.200000, 112.500000)"
Agoudal,57354,Valid,"Iron, IIAB",100000.0,Found,2000.0,31.98457,-5.51528,"(31.984570, -5.515280)"
Bou Azarif,53812,Valid,H5,100000.0,Found,2010.0,31.15643,-5.15262,"(31.156430, -5.152620)"
Retuerta del Bullaque,56577,Valid,"Iron, IAB-MG",100000.0,Found,1980.0,39.45889,-4.3775,"(39.458890, -4.377500)"
Chelyabinsk,57165,Valid,LL5,100000.0,Fell,2013.0,54.81667,61.11667,"(54.816670, 61.116670)"
Pierceville (iron),18819,Valid,"Iron, IIIAB",100000.0,Found,1917.0,37.86667,-100.66667,"(37.866670, -100.666670)"
Cook 007,5427,Valid,H4,100000.0,Found,1989.0,-30.61667,130.41667,"(-30.616670, 130.416670)"
Dimitrovgrad,7644,Valid,"Iron, IIIAB",100000.0,Found,1949.0,43.04639,22.86389,"(43.046390, 22.863890)"
Lutschaunig's Stone,14762,Valid,L6,100000.0,Found,1861.0,-27.0,-70.0,"(-27.000000, -70.000000)"
Juancheng,12203,Valid,H5,100000.0,Fell,1997.0,35.5,115.41667,"(35.500000, 115.416670)"
Paranaiba,18103,Valid,L6,100000.0,Fell,1956.0,-19.13333,-51.66667,"(-19.133330, -51.666670)"
Budulan,5161,Valid,Mesosiderite-B4,100000.0,Found,1962.0,50.56667,114.9,"(50.566670, 114.900000)"
Anyujskij,2312,Valid,"Iron, IIAB",100000.0,Found,1981.0,66.9,164.2,"(66.900000, 164.200000)"
Murchison,16875,Valid,CM2,100000.0,Fell,1969.0,-36.61667,145.2,"(-36.616670, 145.200000)"
Social Circle,23659,Valid,"Iron, IVA",99300.0,Found,1927.0,33.7,-83.7,"(33.700000, -83.700000)"
Steinbach,23722,Valid,"Iron, IVA-an",98000.0,Found,1724.0,50.5,12.5,"(50.500000, 12.500000)"
Palmas de Monte Alto,48959,Valid,"Iron, IIIAB",97000.0,Found,1954.0,-14.3675,-43.02278,"(-14.367500, -43.022780)"
Dar al Gani 749,6296,Valid,CO3,95000.0,Found,1999.0,27.30167,15.7645,"(27.301670, 15.764500)"
Zavid,30396,Valid,L6,95000.0,Fell,1897.0,44.4,19.11667,"(44.400000, 19.116670)"
Loreto,14705,Valid,"Iron, IIIAB",94800.0,Found,1896.0,26.01667,-111.36667,"(26.016670, -111.366670)"
Weekeroo Station,24230,Valid,"Iron, IIE-an",94200.0,Found,1924.0,-32.26667,139.86667,"(-32.266670, 139.866670)"
Carver,5284,Valid,"Iron, IIAB",94000.0,Found,1935.0,32.0,-86.0,"(32.000000, -86.000000)"
Concho,5417,Valid,L6,93500.0,Found,1939.0,32.0,-101.5,"(32.000000, -101.500000)"
Machinga,15371,Valid,L6,93200.0,Fell,1981.0,-15.21222,35.24222,"(-15.212220, 35.242220)"
Watson 001,24221,Valid,"Iron, IIE",93000.0,Found,1972.0,-30.5,131.55,"(-30.500000, 131.550000)"
Wiltshire,56143,Valid,H5,92750.0,Found,,51.14967,-1.81,"(51.149670, -1.810000)"
Jiddat al Harasis 090,12149,Valid,L5,92667.6,Found,2002.0,19.71678,56.6062,"(19.716780, 56.606200)"
Karee Kloof,12259,Valid,"Iron, IAB-sLL",92100.0,Found,1914.0,-31.6,25.8,"(-31.600000, 25.800000)"
Laguna Manantiales,12413,Valid,Iron,92000.0,Found,1945.0,-48.58333,-67.41667,"(-48.583330, -67.416670)"
Juvinas,12214,Valid,Eucrite-mmict,91000.0,Fell,1821.0,44.71667,4.3,"(44.716670, 4.300000)"
ad-Dahbubah,376,Valid,H5,90000.0,Found,1961.0,19.83333,51.25,"(19.833330, 51.250000)"
Richardton,22599,Valid,H5,90000.0,Fell,1918.0,46.88333,-102.31667,"(46.883330, -102.316670)"
Mincy,16694,Valid,Mesosiderite-B4,89400.0,Found,1857.0,36.55,-93.1,"(36.550000, -93.100000)"
Farmington,10074,Valid,L5,89400.0,Fell,1890.0,39.75,-97.03333,"(39.750000, -97.033330)"
Bennett County,5022,Valid,"Iron, IIAB",89000.0,Found,1934.0,43.5,-101.25,"(43.500000, -101.250000)"
Mills,16687,Valid,H6,88000.0,Found,1970.0,36.23,-104.11889,"(36.230000, -104.118890)"
San Angelo,23117,Valid,"Iron, IIIAB",88000.0,Found,1897.0,31.41667,-100.35,"(31.416670, -100.350000)"
Wagon Mound,24196,Valid,L6,87500.0,Found,1932.0,35.84083,-104.58583,"(35.840830, -104.585830)"
Roebourne,22644,Valid,"Iron, IIIAB",86860.0,Found,1892.0,-22.33333,118.0,"(-22.333330, 118.000000)"
Tulia (a),24066,Valid,H3-4,86000.0,Found,1917.0,34.61667,-101.95,"(34.616670, -101.950000)"
Bath Furnace,4975,Valid,L6,86000.0,Fell,1902.0,38.25,-83.75,"(38.250000, -83.750000)"
Zapaliname,30392,Valid,"Iron, IAB-MG",85000.0,Found,1998.0,25.00944,-100.75,"(25.009440, -100.750000)"
Juanita de Angeles,12204,Valid,H5,85000.0,Found,1992.0,28.41667,-105.08333,"(28.416670, -105.083330)"
Apoala,2317,Valid,"Iron, IIIAB",85000.0,Found,1889.0,17.7,-97.0,"(17.700000, -97.000000)"
Kayakent,12268,Valid,"Iron, IIIAB",85000.0,Fell,1961.0,39.26333,31.78,"(39.263330, 31.780000)"
Gan Gan,10852,Valid,"Iron, IVA",83000.0,Found,1984.0,-42.66667,-68.08333,"(-42.666670, -68.083330)"
Bruceville,5155,Valid,L6,83000.0,Found,1998.0,38.295,-121.405,"(38.295000, -121.405000)"
Ness County (1894),16946,Valid,L6,82000.0,Found,1894.0,38.5,-99.6,"(38.500000, -99.600000)"
Gretna,11201,Valid,L5,82000.0,Found,1912.0,39.93333,-99.21667,"(39.933330, -99.216670)"
Renfrow,22588,Valid,L6,81600.0,Found,1986.0,36.98667,-97.555,"(36.986670, -97.555000)"
Carlton,5277,Valid,"Iron, IAB-sLM",81200.0,Found,1887.0,31.91667,-98.03333,"(31.916670, -98.033330)"
Ainsworth,422,Valid,"Iron, IIAB",80650.0,Found,1907.0,42.6,-99.8,"(42.600000, -99.800000)"
Unter-Mässing,24124,Valid,"Iron, IIC",80000.0,Found,1920.0,49.09028,11.33333,"(49.090280, 11.333330)"
Soko-Banja,23661,Valid,LL4,80000.0,Fell,1877.0,43.66667,21.86667,"(43.666670, 21.866670)"
Vera,24161,Valid,L/LL4,80000.0,Found,1941.0,-29.91667,-60.28333,"(-29.916670, -60.283330)"
Baygorria,4980,Valid,"Iron, IAB complex",80000.0,Found,1994.0,-33.0,-56.0,"(-33.000000, -56.000000)"
Kernouve,12284,Valid,H6,80000.0,Fell,1869.0,48.11667,-3.08333,"(48.116670, -3.083330)"
Mrirt,16819,Valid,Iron,79900.0,Found,1937.0,33.13333,-5.56667,"(33.133330, -5.566670)"
Belle Plaine,5004,Valid,L6,78800.0,Found,1950.0,37.31667,-97.25,"(37.316670, -97.250000)"
Finmarken,10103,Valid,"Pallasite, PMG",78300.0,Found,1902.0,70.0,24.0,"(70.000000, 24.000000)"
Parnallee,18108,Valid,LL3.6,77600.0,Fell,1857.0,9.23333,78.35,"(9.233330, 78.350000)"
Moorumbunna,16739,Valid,"Iron, IIIAB",77000.0,Found,1943.0,-28.91667,136.25,"(-28.916670, 136.250000)"
Jiddat al Harasis 230,35549,Valid,L5,77000.0,Found,2005.0,19.7127,56.58277,"(19.712700, 56.582770)"
Augusta County,4897,Valid,"Iron, IIIAB",76000.0,Found,1858.0,38.16667,-79.08333,"(38.166670, -79.083330)"
Northbranch,17010,Valid,H5,76000.0,Found,1972.0,39.99167,-98.34167,"(39.991670, -98.341670)"
Yelland Dry Lake,52641,Valid,H4,76000.0,Found,2007.0,39.35067,-114.40783,"(39.350670, -114.407830)"
Tawallah Valley,23889,Valid,"Iron, IVB",75750.0,Found,1939.0,-15.7,135.66667,"(-15.700000, 135.666670)"
Xingyang,24346,Valid,H6,75500.0,Fell,1977.0,32.33333,114.31667,"(32.333330, 114.316670)"
Acme,371,Valid,H5,75000.0,Found,1947.0,33.63333,-104.26667,"(33.633330, -104.266670)"
Bayard,4978,Valid,L5,75000.0,Found,1982.0,41.81667,-103.36667,"(41.816670, -103.366670)"
Wolsey,24328,Valid,"Iron, IAB-MG",74830.0,Found,1981.0,44.4,-98.53333,"(44.400000, -98.533330)"
Tilden,23998,Valid,L6,74800.0,Fell,1927.0,38.2,-89.68333,"(38.200000, -89.683330)"
Walker County,24204,Valid,"Iron, IIAB",74800.0,Found,1832.0,34.0,-87.16667,"(34.000000, -87.166670)"
Hunter,11987,Valid,LL5,74600.0,Found,1962.0,36.56,-97.66667,"(36.560000, -97.666670)"
Ethiudna,10060,Valid,L4,74318.0,Found,1977.0,-32.03333,139.78333,"(-32.033330, 139.783330)"
Toufassour,47702,Valid,Mesosiderite,73300.0,Found,2007.0,29.65225,-7.7493,"(29.652250, -7.749300)"
Nelson County,16942,Valid,"Iron, IIIF",73030.0,Found,1856.0,37.75,-85.5,"(37.750000, -85.500000)"
Uwharrie,24139,Valid,"Iron, IIIAB",72700.0,Found,1930.0,35.51667,-79.96667,"(35.516670, -79.966670)"
Uruaçu,24131,Valid,"Iron, IAB-MG",72500.0,Found,1992.0,-14.53333,-48.76667,"(-14.533330, -48.766670)"
Isoulane-n-Amahar,12052,Valid,L6,72000.0,Found,1945.0,27.12917,8.66722,"(27.129170, 8.667220)"
Mafuta,15384,Valid,"Iron, IID",71500.0,Found,1984.0,-16.9025,30.40722,"(-16.902500, 30.407220)"
Merua,15492,Valid,H5,71400.0,Fell,1920.0,25.48333,81.98333,"(25.483330, 81.983330)"
Portales Valley,18874,Valid,H6,71400.0,Fell,1998.0,34.175,-103.295,"(34.175000, -103.295000)"
Sierra Colorada,23588,Valid,L5,71300.0,Found,1995.0,-40.8,-67.48333,"(-40.800000, -67.483330)"
Tlacotepec,24013,Valid,"Iron, IVB",71000.0,Found,1903.0,18.65,-97.55,"(18.650000, -97.550000)"
Wooramel,24335,Valid,L5,71000.0,Found,1969.0,-25.65,114.21667,"(-25.650000, 114.216670)"
Smithville,23654,Valid,"Iron, IAB-MG",70500.0,Found,1840.0,35.98333,-85.85,"(35.983330, -85.850000)"
Mahadevpur,47361,Valid,H4/5,70500.0,Fell,2007.0,27.66667,95.78333,"(27.666670, 95.783330)"
Lahmada 009,12422,Valid,H3-6,70000.0,Found,1999.0,27.16667,-9.5,"(27.166670, -9.500000)"
Peña Blanca Spring,18786,Valid,Aubrite,70000.0,Fell,1946.0,30.125,-103.11667,"(30.125000, -103.116670)"
Smithonia,23651,Valid,"Iron, IIAB",69900.0,Found,1940.0,34.0,-83.16667,"(34.000000, -83.166670)"
Landes,12457,Valid,"Iron, IAB-MG",69800.0,Found,1930.0,38.9,-79.18333,"(38.900000, -79.183330)"
Xinyi,24347,Valid,H5,69000.0,Found,1975.0,34.36667,118.33333,"(34.366670, 118.333330)"
Wu-chu-mu-ch'in,24341,Valid,"Iron, IAB-ung",68860.0,Found,1920.0,45.5,118.0,"(45.500000, 118.000000)"
Soledade,23662,Valid,"Iron, IAB-MG",68000.0,Found,1986.0,-29.05,-51.43333,"(-29.050000, -51.433330)"
Burlington,5172,Valid,"Iron, IIIE",68000.0,Found,1819.0,42.75,-75.18333,"(42.750000, -75.183330)"
Marlow,15428,Valid,L5,68000.0,Found,1936.0,34.6,-97.91667,"(34.600000, -97.916670)"
Hamilton (Queensland),11483,Valid,L6,68000.0,Found,1966.0,-28.48333,148.25,"(-28.483330, 148.250000)"
Springwater,23692,Valid,"Pallasite, PMG-an",67600.0,Found,1931.0,52.0,-108.3,"(52.000000, -108.300000)"
Rahimyar Khan,31302,Valid,L5,67225.0,Fell,1983.0,28.225,70.2,"(28.225000, 70.200000)"
Pervomaisky,18798,Valid,L6,66000.0,Fell,1933.0,56.63333,39.43333,"(56.633330, 39.433330)"
Timochin,24004,Valid,H5,65500.0,Fell,1807.0,54.5,35.2,"(54.500000, 35.200000)"
Sychevka,23772,Valid,"Iron, IIIAB",65000.0,Found,1988.0,51.125,127.495,"(51.125000, 127.495000)"
Bocaiuva,5092,Valid,"Iron, ungrouped",64000.0,Found,1965.0,-17.16667,-43.83333,"(-17.166670, -43.833330)"
Signal Mountain,23592,Valid,"Iron, IVA",63500.0,Found,1919.0,32.5,-115.5,"(32.500000, -115.500000)"
Treysa,24050,Valid,"Iron, IIIAB-an",63000.0,Fell,1916.0,50.91667,9.18333,"(50.916670, 9.183330)"
Derrick Peak 88017,6668,Valid,"Iron, IIAB",63000.0,Found,1988.0,-80.06667,156.38333,"(-80.066670, 156.383330)"
Santa Clara,23163,Valid,"Iron, IVB",63000.0,Found,1976.0,24.46667,-103.35,"(24.466670, -103.350000)"
Tanezrouft 072,31333,Valid,H6,62285.0,Found,2002.0,24.43817,0.103,"(24.438170, 0.103000)"
Thunda,23978,Valid,"Iron, IIIAB",62100.0,Found,1881.0,-25.7,143.05,"(-25.700000, 143.050000)"
Covert,5456,Valid,H5,61000.0,Found,1896.0,39.2,-98.78333,"(39.200000, -98.783330)"
Gold Basin,10940,Valid,L4,61000.0,Found,1995.0,35.875,-114.23333,"(35.875000, -114.233330)"
Savannah,23189,Valid,"Iron, IIIAB",60000.0,Found,1923.0,35.16667,-88.18333,"(35.166670, -88.183330)"
Nicolás Levalle,52413,Valid,L5,60000.0,Found,1956.0,-38.85028,-62.87889,"(-38.850280, -62.878890)"
Yongning,30365,Valid,"Iron, IAB-ung",60000.0,Found,1971.0,22.75,108.33333,"(22.750000, 108.333330)"
Hex River Mountains,11880,Valid,"Iron, IIAB",60000.0,Found,1882.0,-33.31667,19.61667,"(-33.316670, 19.616670)"
Derrick Peak A78008,6684,Valid,"Iron, IIAB",59400.0,Found,1978.0,-80.06667,156.38333,"(-80.066670, 156.383330)"
Bohumilitz,5099,Valid,"Iron, IAB-MG",59000.0,Found,1829.0,49.05,13.76667,"(49.050000, 13.766670)"
Quijingue,22362,Valid,"Pallasite, PMG",59000.0,Found,1984.0,-10.75,-39.21667,"(-10.750000, -39.216670)"
Łowicz,14718,Valid,Mesosiderite-A3,59000.0,Fell,1935.0,52.0,19.91667,"(52.000000, 19.916670)"
Piedade do Bagre,18817,Valid,"Iron, ungrouped",59000.0,Found,1922.0,-18.94167,-44.98333,"(-18.941670, -44.983330)"
Guadalupe y Calvo,11431,Valid,"Iron, IIAB",58630.0,Found,1971.0,26.1,-106.96667,"(26.100000, -106.966670)"
Aliskerovo,472,Valid,"Iron, IIIE-an",58400.0,Found,1977.0,67.88333,167.5,"(67.883330, 167.500000)"
Ivanpah,12062,Valid,"Iron, IIIAB",58000.0,Found,1880.0,35.33333,-115.31667,"(35.333330, -115.316670)"
Phillips County (stone),18808,Valid,L6,57900.0,Fell,1901.0,40.0,-99.25,"(40.000000, -99.250000)"
Julesburg,12208,Valid,L3.6,57900.0,Found,1983.0,39.975,-102.26667,"(39.975000, -102.266670)"
Miami,16630,Valid,H5,57700.0,Found,1930.0,35.66667,-100.6,"(35.666670, -100.600000)"
Gladstone (stone),10921,Valid,H4,57300.0,Found,1936.0,36.3,-104.0,"(36.300000, -104.000000)"
Warburton Range,24212,Valid,"Iron, IVB",56930.0,Found,1963.0,-26.28333,126.66667,"(-26.283330, 126.666670)"
Farmville,10075,Valid,H4,56000.0,Fell,1934.0,35.55,-77.53333,"(35.550000, -77.533330)"
Jenkins,12080,Valid,"Iron, IAB-MG",55400.0,Found,1946.0,36.82444,-93.76111,"(36.824440, -93.761110)"
Ashmore,2349,Valid,H5,55400.0,Found,1969.0,32.9,-102.28333,"(32.900000, -102.283330)"
Kulnine,12372,Valid,L6,55300.0,Found,1886.0,-34.15,141.78333,"(-34.150000, 141.783330)"
Wellman (a),24237,Valid,H5,55000.0,Found,1940.0,33.03333,-102.33333,"(33.033330, -102.333330)"
Rosebud,22767,Valid,H5,54900.0,Found,1915.0,30.81667,-97.05,"(30.816670, -97.050000)"
Elenovka,7824,Valid,L5,54640.0,Fell,1951.0,47.83333,37.66667,"(47.833330, 37.666670)"
Aprel'sky,2319,Valid,"Iron, IIIAB",54600.0,Found,1969.0,53.3,126.11667,"(53.300000, 126.116670)"
Markovka,15427,Valid,H4,54200.0,Found,1967.0,52.4,79.8,"(52.400000, 79.800000)"
Dunganville,7748,Valid,"Iron, IIIAB",54000.0,Found,1976.0,-42.55,171.35,"(-42.550000, 171.350000)"
Uwet,24138,Valid,"Iron, IIAB",54000.0,Found,1903.0,5.28333,8.25,"(5.283330, 8.250000)"
Chihuahua City,5350,Valid,"Iron, IC",54000.0,Found,1929.0,28.66667,-106.11667,"(28.666670, -106.116670)"
Veramin,24162,Valid,Mesosiderite-B2,54000.0,Fell,1880.0,35.33333,51.63333,"(35.333330, 51.633330)"
Kumerina,12375,Valid,"Iron, IIC",53500.0,Found,1937.0,-24.91667,119.41667,"(-24.916670, 119.416670)"
Ruff's Mountain,22779,Valid,"Iron, IIIAB",53070.0,Found,1844.0,34.3,-81.4,"(34.300000, -81.400000)"
Dalton,5509,Valid,"Iron, IIIAB",53000.0,Found,1879.0,34.8,-84.98333,"(34.800000, -84.983330)"
Nan Yang Pao,16903,Valid,L6,52900.0,Fell,1917.0,35.66667,103.5,"(35.666670, 103.500000)"
Ahumada,419,Valid,"Pallasite, PMG",52600.0,Found,1909.0,30.7,-105.5,"(30.700000, -105.500000)"
Stannern,23713,Valid,Eucrite-mmict,52000.0,Fell,1808.0,49.28333,15.56667,"(49.283330, 15.566670)"
Benjamin,5020,Valid,H4/5,51800.0,Found,1969.0,33.58333,-99.8,"(33.583330, -99.800000)"
Lancé,12455,Valid,CO3.5,51700.0,Fell,1872.0,47.7,1.06667,"(47.700000, 1.066670)"
Ilimaes (iron),12022,Valid,"Iron, IIIAB",51700.0,Found,1870.0,-26.0,-70.0,"(-26.000000, -70.000000)"
Grand Rapids,10955,Valid,"Iron, ungrouped",51700.0,Found,1883.0,42.96667,-85.76667,"(42.966670, -85.766670)"
Leedey,12755,Valid,L6,51500.0,Fell,1943.0,35.88333,-99.33333,"(35.883330, -99.333330)"
Mungindi,16872,Valid,"Iron, IAB-sLM",51300.0,Found,1897.0,-28.93333,148.95,"(-28.933330, 148.950000)"
Willow Creek,24276,Valid,"Iron, IIIE",51000.0,Found,1914.0,43.46667,-106.76667,"(43.466670, -106.766670)"
La Grange,12399,Valid,"Iron, IVA",50800.0,Found,1860.0,38.4,-85.36667,"(38.400000, -85.366670)"
Davy (a),6616,Valid,L4,50600.0,Found,1940.0,29.1,-97.6,"(29.100000, -97.600000)"
Richland,22601,Valid,"Iron, IIAB",50600.0,Found,1951.0,31.9,-96.4,"(31.900000, -96.400000)"
Santa Vitoria do Palmar,35478,Valid,L3,50400.0,Found,2003.0,-33.50944,-53.41083,"(-33.509440, -53.410830)"
Northwest Africa 1581,17340,Valid,L6,50200.0,Found,2001.0,31.38333,-4.25,"(31.383330, -4.250000)"
Limerick,14652,Valid,H5,50000.0,Fell,1813.0,52.56667,-8.78333,"(52.566670, -8.783330)"
Nuevo Mercurio,17938,Valid,H5,50000.0,Fell,1978.0,24.3,-102.13333,"(24.300000, -102.133330)"
Hammadah al Hamra 153,11636,Valid,H3.8-4,50000.0,Found,1995.0,28.60033,13.5775,"(28.600330, 13.577500)"
Wuan,24340,Valid,H6,50000.0,Fell,1986.0,36.75,114.25,"(36.750000, 114.250000)"
Ingella Station,12034,Valid,H5,50000.0,Found,1987.0,-25.55,142.78333,"(-25.550000, 142.783330)"
Dhofar 1654,55572,Valid,L5,50000.0,Found,2011.0,18.67877,54.2876,"(18.678770, 54.287600)"
Hinojal,11887,Valid,L6,50000.0,Found,1927.0,-32.36667,-60.15,"(-32.366670, -60.150000)"
Northwest Africa 6903,53891,Valid,"Iron, IIIAB",50000.0,Found,2008.0,32.37167,-6.36,"(32.371670, -6.360000)"
Waconda,24195,Valid,L6,50000.0,Found,1873.0,39.33333,-98.16667,"(39.333330, -98.166670)"
Zagora,30387,Valid,"Iron, IAB-ung",50000.0,Found,1987.0,30.36667,-5.85,"(30.366670, -5.850000)"
Akyumak,433,Valid,"Iron, IVA",50000.0,Fell,1981.0,39.91667,42.81667,"(39.916670, 42.816670)"
Aumale,4899,Valid,L6,50000.0,Fell,1865.0,36.16667,3.66667,"(36.166670, 3.666670)"
Ausson,4903,Valid,L5,50000.0,Fell,1858.0,43.08333,0.58333,"(43.083330, 0.583330)"
Winburg,24283,Valid,"Iron, IC-an",50000.0,Found,1881.0,-28.5,27.0,"(-28.500000, 27.000000)"
Valera,24149,Valid,L5,50000.0,Fell,1972.0,9.31667,-70.62833,"(9.316670, -70.628330)"
Krymka,12364,Valid,LL3.2,50000.0,Fell,1946.0,47.83333,30.76667,"(47.833330, 30.766670)"
Jiddat al Harasis 342,45866,Valid,L5,49750.0,Found,2006.0,19.71458,56.54755,"(19.714580, 56.547550)"
Mapleton,15410,Valid,"Iron, IIIAB",49000.0,Found,1939.0,42.18333,-95.71667,"(42.183330, -95.716670)"
Hraschina,11916,Valid,"Iron, IID",49000.0,Fell,1751.0,46.1,16.33333,"(46.100000, 16.333330)"
Agua Blanca,397,Valid,"Iron, IIIAB",49000.0,Found,1938.0,-28.91667,-66.95,"(-28.916670, -66.950000)"
Thule,23977,Valid,"Iron, IIIAB",48600.0,Found,1955.0,76.53333,-67.55,"(76.533330, -67.550000)"
Bear Lodge,4983,Valid,"Iron, IIIAB",48500.0,Found,1931.0,44.5,-104.2,"(44.500000, -104.200000)"
Cabin Creek,5186,Valid,"Iron, IIIAB",48500.0,Fell,1886.0,35.5,-93.5,"(35.500000, -93.500000)"
Crab Orchard,5461,Valid,Mesosiderite-A1,48500.0,Found,1887.0,35.83333,-84.91667,"(35.833330, -84.916670)"
Bischtübe,5057,Valid,"Iron, IAB-sLL",48250.0,Found,1888.0,51.95,62.2,"(51.950000, 62.200000)"
Woodbine,24330,Valid,"Iron, IAB-ung",48200.0,Found,1953.0,42.34667,-90.1675,"(42.346670, -90.167500)"
Bagnone,4921,Valid,"Iron, IIIAB",48000.0,Found,1904.0,44.31667,9.98333,"(44.316670, 9.983330)"
Jackalsfontein,12065,Valid,L6,48000.0,Fell,1903.0,-32.5,21.9,"(-32.500000, 21.900000)"
